int_rate,term,acc_open_past_24mths,annual_inc,dti,fico,loan_amnt,tot_hi_cred_lim,avg_cur_bal,total_bc_limit,period
16.2,36.0,9.0,80000.0,15.77,672.0,12725.0,52035.0,1859.0,26400.0,train
8.19,36.0,0.0,110000.0,9.22,687.0,16000.0,59921.0,4506.0,15900.0,train
13.66,60.0,3.0,50000.0,24.63,712.0,24000.0,184309.0,28275.0,8600.0,train
13.33,36.0,2.0,45000.0,20.37,677.0,15125.0,35389.0,1627.0,5700.0,train
18.55,60.0,3.0,62000.0,15.12,707.0,23000.0,,,21400.0,train
9.17,36.0,0.0,30000.0,13.48,677.0,8800.0,16800.0,2467.0,12800.0,train
16.2,36.0,4.0,120000.0,20.83,702.0,14000.0,67631.0,3605.0,35300.0,train
6.24,36.0,3.0,45000.0,3.55,772.0,12800.0,196400.0,5939.0,80400.0,train
8.9,36.0,6.0,40000.0,9.35,727.0,10000.0,275720.0,14713.0,34600.0,train
10.99,60.0,5.0,125000.0,18.22,702.0,28000.0,348185.0,19878.0,18600.0,train
19.05,36.0,5.0,65000.0,7.18,662.0,2500.0,18656.0,1577.0,2800.0,train
20.99,36.0,2.0,30000.0,37.52,667.0,6425.0,212522.0,25122.0,7300.0,train
16.55,60.0,4.0,46251.0,29.63,697.0,19425.0,176595.0,13960.0,12800.0,train
6.49,36.0,3.0,34000.0,29.72,727.0,10000.0,107854.0,4459.0,21300.0,train
12.41,36.0,,110000.0,10.92,702.0,20000.0,,,,train
20.5,36.0,3.0,36500.0,27.92,687.0,16000.0,34698.0,1922.0,16800.0,train
14.65,36.0,3.0,24000.0,35.25,672.0,1500.0,26398.0,2596.0,1800.0,train
13.11,60.0,2.0,52500.0,6.29,742.0,20000.0,49712.0,4442.0,25700.0,train
11.99,36.0,3.0,32600.0,25.07,707.0,14325.0,33600.0,1978.0,16200.0,train
18.25,60.0,4.0,100000.0,23.89,667.0,35000.0,346795.0,24919.0,5900.0,train
6.03,36.0,8.0,116000.0,8.21,777.0,9000.0,,,31700.0,train
10.65,36.0,,32000.0,11.89,702.0,9000.0,,,,train
16.55,36.0,4.0,90000.0,1.95,662.0,3700.0,6200.0,173.0,4300.0,train
9.67,36.0,4.0,21000.0,28.46,722.0,6250.0,45541.0,1730.0,20300.0,train
8.39,36.0,2.0,130000.0,17.81,732.0,24000.0,432910.0,41486.0,43000.0,train
15.31,36.0,1.0,37600.0,5.87,687.0,5600.0,10700.0,1125.0,8800.0,train
6.49,36.0,5.0,74000.0,8.43,727.0,15000.0,96800.0,1679.0,92500.0,train
12.69,36.0,1.0,49000.0,12.34,667.0,8000.0,38310.0,3992.0,7400.0,train
17.86,36.0,2.0,21500.0,24.06,717.0,6850.0,26100.0,3590.0,16000.0,train
11.99,36.0,1.0,48000.0,22.45,682.0,15000.0,83234.0,4925.0,8600.0,train
11.99,36.0,3.0,68000.0,28.36,697.0,20000.0,239314.0,16513.0,13000.0,train
24.5,36.0,6.0,30000.0,20.64,662.0,1500.0,12800.0,762.0,800.0,train
7.89,36.0,23.0,86000.0,17.37,717.0,7000.0,230301.0,2153.0,117600.0,train
7.89,36.0,0.0,65000.0,7.07,687.0,16000.0,40803.0,4806.0,13600.0,train
9.99,36.0,,27031.0,15.14,717.0,6000.0,,,,train
22.99,60.0,9.0,111000.0,9.68,682.0,30000.0,363580.0,43070.0,0.0,train
5.93,36.0,2.0,111000.0,16.16,767.0,29000.0,369043.0,27167.0,57500.0,train
12.49,36.0,7.0,13632.0,22.54,677.0,2000.0,11043.0,1526.0,3100.0,train
13.05,36.0,3.0,55000.0,5.15,667.0,9000.0,122870.0,8280.0,5000.0,train
8.39,36.0,3.0,82166.0,20.81,712.0,10500.0,741701.0,69201.0,18600.0,train
18.55,60.0,12.0,65000.0,23.18,687.0,16000.0,,,14300.0,train
14.33,36.0,8.0,160000.0,13.3,707.0,25000.0,577006.0,32921.0,28000.0,train
18.99,36.0,3.0,45593.0,10.87,697.0,3175.0,46791.0,3002.0,800.0,train
21.48,36.0,5.0,40000.0,13.23,692.0,5000.0,32129.0,1499.0,6400.0,train
16.24,36.0,4.0,63000.0,18.65,662.0,8000.0,227959.0,24945.0,5800.0,train
19.97,60.0,8.0,96100.0,24.63,697.0,5000.0,391642.0,23126.0,5500.0,train
18.85,36.0,2.0,55000.0,24.94,692.0,15000.0,63859.0,8819.0,29600.0,train
7.62,36.0,2.0,105988.0,15.6,682.0,21000.0,131700.0,3233.0,107700.0,train
10.15,36.0,3.0,111000.0,18.13,722.0,35000.0,427995.0,26980.0,41900.0,train
10.99,36.0,2.0,36000.0,9.53,722.0,10000.0,25700.0,1043.0,21900.0,train
7.89,36.0,4.0,38000.0,17.04,692.0,8000.0,88687.0,5998.0,8500.0,train
12.69,60.0,6.0,175656.0,22.97,692.0,35000.0,608138.0,34665.0,52000.0,train
9.88,36.0,,33996.0,2.15,732.0,9600.0,,,,train
11.14,36.0,6.0,85000.0,10.59,677.0,15000.0,172041.0,11247.0,24100.0,train
17.57,36.0,4.0,75000.0,9.52,667.0,10525.0,36080.0,1487.0,3900.0,train
12.29,36.0,2.0,60000.0,22.96,797.0,28775.0,94066.0,5879.0,57200.0,train
6.03,36.0,3.0,118000.0,6.97,767.0,7800.0,320695.0,40826.0,7500.0,train
7.9,36.0,3.0,40000.0,21.54,727.0,12000.0,68540.0,3448.0,41600.0,train
20.8,60.0,3.0,83000.0,4.47,662.0,35000.0,32600.0,1379.0,15300.0,train
8.18,36.0,7.0,95000.0,28.37,692.0,6000.0,311156.0,13374.0,21100.0,train
11.53,60.0,7.0,80000.0,24.83,727.0,24000.0,116726.0,6335.0,34100.0,train
18.99,36.0,12.0,148700.0,22.34,677.0,35000.0,366973.0,12934.0,37900.0,train
13.47,36.0,,57780.0,17.74,697.0,12000.0,,,,train
13.98,36.0,2.0,36000.0,13.47,672.0,5000.0,18625.0,1209.0,5200.0,train
17.57,60.0,6.0,90000.0,6.64,672.0,24000.0,282902.0,33911.0,5600.0,train
11.67,36.0,6.0,70000.0,15.4,667.0,6000.0,270843.0,34482.0,1600.0,train
10.49,36.0,3.0,85000.0,17.99,677.0,14400.0,447644.0,33916.0,50000.0,train
11.99,36.0,0.0,45000.0,29.55,672.0,9600.0,67210.0,3025.0,12000.0,train
22.47,60.0,6.0,70801.0,25.49,672.0,20000.0,93065.0,5772.0,4400.0,train
6.92,36.0,1.0,26000.0,11.17,737.0,7000.0,16600.0,1486.0,12100.0,train
16.24,36.0,2.0,60000.0,3.3,667.0,3000.0,262600.0,63350.0,8600.0,train
14.11,36.0,,100000.0,2.48,667.0,6000.0,,,,train
14.49,60.0,5.0,97200.0,23.81,737.0,35000.0,229259.0,19990.0,27900.0,train
9.99,60.0,5.0,70000.0,34.17,712.0,28000.0,137350.0,7177.0,27900.0,train
11.53,60.0,2.0,220000.0,8.82,732.0,35000.0,573170.0,55995.0,42400.0,train
6.03,36.0,10.0,95000.0,18.91,717.0,28000.0,363956.0,14378.0,85000.0,train
20.49,36.0,4.0,72000.0,24.88,662.0,4075.0,66521.0,4623.0,3100.0,train
15.61,36.0,2.0,59000.0,9.83,702.0,4500.0,17900.0,2401.0,800.0,train
17.86,36.0,7.0,60000.0,20.08,692.0,13675.0,146655.0,6820.0,10700.0,train
20.2,60.0,3.0,65000.0,21.18,662.0,24475.0,60567.0,4701.0,17400.0,train
13.11,36.0,2.0,60000.0,12.08,687.0,12000.0,30773.0,2579.0,11900.0,train
9.67,36.0,2.0,50000.0,28.95,737.0,10000.0,161830.0,9345.0,33700.0,train
11.53,60.0,4.0,60000.0,7.0,722.0,16000.0,346776.0,22769.0,47200.0,train
14.99,36.0,4.0,40000.0,11.34,697.0,7000.0,133316.0,30869.0,3000.0,train
20.49,60.0,1.0,55000.0,20.25,712.0,18450.0,224047.0,14893.0,21500.0,train
14.49,36.0,5.0,117000.0,25.06,682.0,9400.0,458461.0,49444.0,7300.0,train
18.25,36.0,4.0,46000.0,17.58,662.0,12450.0,25406.0,1266.0,5875.0,train
13.33,36.0,7.0,82000.0,30.16,692.0,5600.0,255988.0,20953.0,32000.0,train
13.33,36.0,9.0,36000.0,24.57,692.0,10000.0,51996.0,4042.0,22250.0,train
15.59,60.0,3.0,90000.0,10.95,702.0,20000.0,31933.0,2891.0,12800.0,train
14.49,36.0,11.0,29460.0,21.47,667.0,8850.0,43598.0,1509.0,17120.0,train
12.99,36.0,0.0,47000.0,18.9,702.0,11500.0,42976.0,2713.0,9200.0,train
12.39,36.0,3.0,55000.0,10.73,672.0,3500.0,128427.0,13973.0,15000.0,train
8.19,36.0,6.0,41000.0,23.13,697.0,5000.0,33809.0,2303.0,6000.0,train
8.39,36.0,8.0,248000.0,11.88,697.0,27200.0,823855.0,33961.0,40200.0,train
17.27,60.0,4.0,58000.0,5.3,697.0,12000.0,12100.0,3502.0,12100.0,train
14.49,60.0,2.0,50000.0,19.06,697.0,15000.0,47316.0,3878.0,13500.0,train
13.35,36.0,5.0,60000.0,11.34,687.0,6000.0,31806.0,1252.0,17000.0,train
16.24,36.0,4.0,56000.0,19.83,672.0,20000.0,57415.0,1980.0,26000.0,train
23.76,60.0,3.0,130000.0,21.48,672.0,35000.0,,,48300.0,train
12.69,36.0,10.0,40000.0,32.7,662.0,10000.0,62165.0,3598.0,17400.0,train
15.61,36.0,3.0,12000.0,7.0,707.0,3500.0,33005.0,7336.0,1600.0,train
15.61,36.0,10.0,56000.0,25.76,672.0,6600.0,33502.0,2213.0,6400.0,train
12.39,36.0,3.0,90500.0,20.98,707.0,35000.0,322167.0,27925.0,50400.0,train
17.57,60.0,3.0,67300.0,9.86,672.0,25000.0,90667.0,3495.0,24400.0,train
17.57,36.0,5.0,120000.0,12.93,672.0,10000.0,60611.0,2957.0,20000.0,train
7.69,36.0,0.0,180000.0,19.56,712.0,21300.0,200754.0,13221.0,181400.0,train
14.16,36.0,3.0,30000.0,11.08,677.0,4000.0,18903.0,2124.0,500.0,train
15.8,36.0,4.0,64000.0,13.76,677.0,12000.0,215128.0,22613.0,8600.0,train
7.26,36.0,4.0,45000.0,26.05,697.0,5600.0,42728.0,2354.0,11300.0,train
17.86,60.0,3.0,83976.0,6.19,667.0,25000.0,15350.0,3531.0,6000.0,train
11.67,36.0,6.0,78000.0,25.48,717.0,20000.0,321741.0,14754.0,8600.0,train
13.68,60.0,2.0,70000.0,8.62,692.0,18250.0,220407.0,12104.0,16800.0,train
12.85,36.0,8.0,72000.0,7.06,677.0,9000.0,70245.0,3359.0,16700.0,train
24.08,36.0,6.0,34000.0,30.89,667.0,8575.0,89451.0,3423.0,21400.0,train
7.88,60.0,,50000.0,1.08,792.0,6000.0,,,,train
14.33,36.0,2.0,80000.0,20.9,687.0,24000.0,196414.0,11741.0,28500.0,train
11.67,36.0,3.0,130000.0,22.48,672.0,17500.0,317424.0,14654.0,36600.0,train
17.99,36.0,3.0,75000.0,18.06,707.0,32000.0,,,28500.0,train
12.49,36.0,8.0,90000.0,12.71,667.0,31200.0,254323.0,21324.0,24900.0,train
10.99,36.0,6.0,80000.0,24.24,697.0,3200.0,433600.0,42046.0,9400.0,train
12.42,36.0,,70000.0,1.85,697.0,6000.0,,,,train
6.89,36.0,2.0,160000.0,10.18,702.0,25000.0,115992.0,5380.0,78600.0,train
6.03,36.0,1.0,110000.0,13.24,687.0,22500.0,73984.0,5645.0,28200.0,train
11.99,36.0,4.0,45000.0,11.42,687.0,20000.0,25300.0,2464.0,20100.0,train
8.39,36.0,1.0,150000.0,8.82,722.0,22000.0,156324.0,4481.0,116800.0,train
12.85,36.0,3.0,25000.0,24.68,662.0,3000.0,32082.0,3906.0,4300.0,train
14.47,36.0,2.0,74000.0,18.0,662.0,15000.0,42369.0,5303.0,5500.0,train
18.92,36.0,3.0,46000.0,17.53,692.0,18350.0,38909.0,3199.0,13900.0,train
14.65,36.0,,80000.0,14.24,677.0,10000.0,,,,train
14.64,60.0,0.0,102000.0,18.49,687.0,18000.0,265682.0,13852.0,15200.0,train
19.2,36.0,7.0,35000.0,28.7,682.0,4375.0,80944.0,5844.0,3900.0,train
11.67,36.0,4.0,49500.0,18.42,722.0,5000.0,31503.0,2054.0,2800.0,train
14.09,36.0,2.0,69500.0,32.53,672.0,9100.0,215368.0,12953.0,8500.0,train
15.61,60.0,3.0,95800.0,18.54,687.0,24000.0,292792.0,15557.0,56000.0,train
8.9,36.0,0.0,130000.0,4.88,702.0,21000.0,44605.0,9434.0,21832.0,train
18.25,60.0,2.0,92000.0,7.98,677.0,10000.0,373151.0,37868.0,9300.0,train
12.21,36.0,,24000.0,19.35,687.0,2100.0,,,,train
12.99,36.0,1.0,70000.0,11.18,712.0,25000.0,266450.0,18517.0,31200.0,train
18.25,60.0,,42000.0,23.86,672.0,14600.0,,,,train
16.99,36.0,6.0,58315.0,24.43,687.0,5725.0,72304.0,10553.0,6200.0,train
16.29,36.0,3.0,209700.0,14.24,687.0,35000.0,558352.0,31181.0,47400.0,train
10.99,36.0,6.0,50000.0,8.81,697.0,7500.0,40638.0,927.0,30200.0,train
12.39,60.0,5.0,41000.0,17.15,667.0,15000.0,35127.0,1752.0,17800.0,train
6.03,36.0,3.0,72500.0,12.71,792.0,20000.0,264078.0,26375.0,25300.0,train
6.99,36.0,,22800.0,26.47,737.0,1775.0,,,,train
8.9,36.0,5.0,80000.0,29.52,732.0,24000.0,158051.0,2919.0,26200.0,train
8.19,36.0,1.0,125000.0,4.43,722.0,12800.0,286275.0,40810.0,21200.0,train
6.03,36.0,5.0,160000.0,12.06,802.0,15000.0,428279.0,21617.0,48300.0,train
18.24,60.0,8.0,110000.0,18.87,702.0,35000.0,316349.0,12674.0,11200.0,train
9.99,36.0,2.0,35000.0,30.66,692.0,10000.0,208913.0,14369.0,25200.0,train
15.8,60.0,5.0,55203.0,12.8,697.0,6625.0,,,5500.0,train
7.62,36.0,1.0,94000.0,14.14,777.0,28000.0,168909.0,15268.0,77200.0,train
20.31,36.0,8.0,82000.0,18.86,682.0,1200.0,292984.0,26620.0,18200.0,train
18.25,60.0,4.0,53000.0,22.46,737.0,19075.0,83025.0,5617.0,20900.0,train
7.89,36.0,3.0,48000.0,20.3,677.0,7500.0,64827.0,6538.0,8000.0,train
13.11,36.0,1.0,87000.0,3.48,682.0,12000.0,29478.0,3802.0,11900.0,train
14.49,36.0,4.0,68000.0,22.33,737.0,33950.0,304712.0,19043.0,42900.0,train
11.99,36.0,,41200.0,20.74,692.0,8000.0,,,,train
8.39,36.0,4.0,65000.0,13.61,772.0,5000.0,200617.0,14562.0,14600.0,train
15.59,36.0,2.0,40000.0,11.16,702.0,12000.0,49935.0,7328.0,10700.0,train
15.31,36.0,6.0,53000.0,21.17,682.0,15000.0,43275.0,2905.0,7800.0,train
7.9,36.0,1.0,160000.0,5.73,727.0,28000.0,480900.0,22506.0,52800.0,train
14.64,36.0,8.0,145000.0,28.56,677.0,35000.0,562415.0,26537.0,68400.0,train
8.19,36.0,0.0,65000.0,10.51,662.0,12600.0,25471.0,2259.0,3000.0,train
12.99,60.0,5.0,70000.0,13.84,687.0,12600.0,121102.0,13324.0,8200.0,train
16.29,60.0,4.0,45500.0,21.02,667.0,18000.0,168354.0,12507.0,23000.0,train
15.99,36.0,1.0,50000.0,16.49,662.0,3500.0,139220.0,18275.0,7700.0,train
11.67,36.0,4.0,80000.0,12.29,677.0,4500.0,173815.0,17255.0,7700.0,train
12.12,36.0,3.0,35000.0,27.63,712.0,10000.0,77384.0,8256.0,18100.0,train
17.57,60.0,6.0,49000.0,12.15,687.0,18025.0,117739.0,11000.0,4500.0,train
8.18,60.0,4.0,60000.0,13.31,717.0,25000.0,263090.0,19206.0,73700.0,train
7.26,36.0,1.0,65000.0,12.41,712.0,7000.0,30362.0,5178.0,5800.0,train
12.69,36.0,1.0,53000.0,13.38,692.0,8000.0,23650.0,1961.0,9400.0,train
18.99,36.0,16.0,65000.0,19.81,702.0,16150.0,538405.0,35505.0,38600.0,train
11.67,60.0,3.0,65000.0,22.43,707.0,25000.0,293970.0,47194.0,12300.0,train
17.57,60.0,5.0,90000.0,28.37,687.0,30000.0,316081.0,9814.0,17000.0,train
15.61,36.0,12.0,63000.0,14.9,672.0,13850.0,47209.0,1857.0,4500.0,train
17.57,60.0,11.0,90000.0,26.08,702.0,16425.0,315165.0,10788.0,9900.0,train
16.29,60.0,3.0,70000.0,26.26,712.0,26000.0,302038.0,15854.0,58905.0,train
21.18,36.0,6.0,80000.0,9.93,672.0,8150.0,43945.0,4497.0,5500.0,train
12.69,36.0,4.0,54000.0,27.42,662.0,8000.0,235191.0,20021.0,10200.0,train
18.85,36.0,2.0,60000.0,25.98,672.0,3000.0,57395.0,3720.0,3600.0,train
20.49,60.0,12.0,160000.0,17.36,662.0,24000.0,372067.0,16855.0,19000.0,train
10.49,36.0,1.0,70000.0,21.61,672.0,15000.0,51212.0,4878.0,41700.0,train
18.75,36.0,0.0,34000.0,17.29,682.0,11700.0,16823.0,4471.0,7400.0,train
12.12,36.0,9.0,30000.0,4.35,757.0,3000.0,88372.0,2641.0,21988.0,train
11.12,60.0,,25000.0,15.26,742.0,14000.0,,,,train
7.9,60.0,1.0,124390.0,5.86,782.0,17000.0,387072.0,40548.0,51700.0,train
17.27,36.0,1.0,30000.0,6.8,667.0,7125.0,,,9900.0,train
12.29,36.0,4.0,18156.0,28.95,692.0,5000.0,24085.0,2492.0,3400.0,train
14.47,60.0,1.0,64000.0,11.73,672.0,16800.0,29700.0,4901.0,16200.0,train
12.29,36.0,4.0,73000.0,14.24,662.0,5000.0,52999.0,3376.0,9000.0,train
17.57,60.0,6.0,60000.0,8.86,662.0,12000.0,50100.0,1851.0,21600.0,train
7.62,36.0,1.0,73081.0,15.83,767.0,28625.0,514831.0,47274.0,41643.0,train
12.99,36.0,2.0,38000.0,25.17,672.0,6000.0,131635.0,13157.0,2000.0,train
7.49,36.0,5.0,69900.0,37.4,697.0,12000.0,162283.0,15261.0,14700.0,train
14.65,60.0,4.0,39500.0,17.11,672.0,12000.0,72380.0,3886.0,10300.0,train
17.57,36.0,9.0,59000.0,23.86,672.0,8000.0,183800.0,12457.0,9300.0,train
12.49,36.0,2.0,87500.0,16.47,667.0,25000.0,46248.0,1784.0,26000.0,train
19.22,60.0,5.0,30000.0,26.6,672.0,10000.0,112410.0,11478.0,13600.0,train
14.99,36.0,18.0,72000.0,30.09,692.0,6000.0,328041.0,11387.0,16500.0,train
14.65,36.0,,45000.0,7.57,697.0,8000.0,,,,train
15.59,36.0,5.0,26000.0,11.27,697.0,12000.0,21500.0,2125.0,15500.0,train
18.99,60.0,5.0,62500.0,35.52,662.0,15000.0,89789.0,6369.0,9500.0,train
6.03,36.0,3.0,65000.0,15.38,802.0,5200.0,83887.0,2767.0,43400.0,train
8.9,36.0,2.0,80000.0,10.28,727.0,22000.0,117200.0,11008.0,30900.0,train
12.29,36.0,3.0,37000.0,19.49,672.0,9500.0,34200.0,2044.0,20200.0,train
12.29,36.0,6.0,82000.0,30.73,707.0,22000.0,103015.0,6062.0,34300.0,train
11.14,36.0,6.0,107000.0,15.06,682.0,8000.0,338839.0,24169.0,25000.0,train
6.03,36.0,2.0,150000.0,14.92,697.0,6000.0,438427.0,28426.0,64300.0,train
12.49,36.0,4.0,82000.0,13.16,727.0,8025.0,258307.0,34082.0,1500.0,train
7.9,36.0,2.0,90000.0,20.45,732.0,22800.0,229792.0,13279.0,62000.0,train
11.99,36.0,2.0,43000.0,5.47,662.0,8000.0,13900.0,1622.0,7900.0,train
13.98,36.0,6.0,85000.0,10.31,662.0,9600.0,407282.0,48883.0,17400.0,train
23.1,36.0,6.0,62500.0,8.68,677.0,5500.0,21361.0,2705.0,3800.0,train
7.89,36.0,3.0,47000.0,32.23,762.0,5000.0,255306.0,15563.0,28600.0,train
14.65,36.0,5.0,70000.0,15.72,687.0,9600.0,,,1000.0,train
18.25,60.0,7.0,160000.0,14.3,662.0,10000.0,383900.0,28972.0,11700.0,train
11.99,36.0,10.0,51000.0,24.63,697.0,6000.0,110306.0,2512.0,10300.0,train
6.03,36.0,4.0,90886.0,26.28,787.0,27000.0,156180.0,6969.0,45600.0,train
23.63,60.0,7.0,50737.0,18.12,677.0,12000.0,38575.0,2203.0,3800.0,train
20.2,60.0,8.0,83000.0,34.09,707.0,30900.0,108384.0,2779.0,28400.0,train
17.57,60.0,4.0,80000.0,24.44,687.0,19350.0,114484.0,4325.0,34800.0,train
14.33,36.0,4.0,75000.0,21.44,702.0,20000.0,216919.0,23247.0,12500.0,train
13.33,36.0,6.0,101000.0,10.9,722.0,27000.0,232206.0,20099.0,6200.0,train
13.98,36.0,5.0,71000.0,5.58,662.0,3000.0,6325.0,592.0,5325.0,train
13.92,36.0,,36000.0,8.77,682.0,3000.0,,,,train
25.57,60.0,3.0,68000.0,17.42,717.0,13175.0,401727.0,45793.0,18800.0,train
10.36,60.0,,46000.0,13.88,722.0,5025.0,,,,train
12.12,36.0,7.0,53429.0,29.44,712.0,15000.0,106607.0,5440.0,8600.0,train
10.99,36.0,6.0,59000.0,18.25,692.0,19425.0,238372.0,11492.0,14500.0,train
11.53,36.0,5.0,41500.0,20.42,662.0,7500.0,43238.0,2414.0,7900.0,train
17.57,60.0,6.0,175000.0,21.32,687.0,18000.0,567210.0,29634.0,26700.0,train
13.05,36.0,1.0,195000.0,2.32,702.0,33000.0,544954.0,101478.0,26900.0,train
12.49,60.0,7.0,55000.0,16.5,707.0,20000.0,150963.0,6173.0,27800.0,train
12.12,36.0,6.0,55000.0,22.47,687.0,10000.0,260571.0,20494.0,14900.0,train
11.53,36.0,12.0,64000.0,19.8,672.0,12000.0,311189.0,20857.0,21300.0,train
15.22,60.0,1.0,40000.0,26.67,677.0,18000.0,51323.0,6069.0,20831.0,train
20.2,60.0,1.0,65000.0,28.59,692.0,29175.0,270985.0,14402.0,46800.0,train
23.43,60.0,6.0,234700.0,8.48,672.0,25000.0,76180.0,6064.0,32300.0,train
17.77,36.0,2.0,84000.0,0.77,672.0,14600.0,,,3700.0,train
12.99,36.0,8.0,175000.0,9.67,672.0,20000.0,79338.0,5163.0,11000.0,train
8.9,36.0,0.0,75000.0,24.5,717.0,13000.0,303373.0,31222.0,21700.0,train
12.29,60.0,0.0,35000.0,25.24,687.0,15000.0,140385.0,12726.0,23500.0,train
11.99,36.0,,35000.0,4.39,687.0,1000.0,,,,train
22.99,60.0,2.0,80000.0,7.38,722.0,25000.0,389599.0,69757.0,17800.0,train
19.2,60.0,6.0,90000.0,7.61,672.0,24000.0,334504.0,19238.0,30800.0,train
10.99,60.0,0.0,44000.0,14.62,702.0,15000.0,29577.0,3627.0,16200.0,train
14.99,36.0,2.0,55000.0,22.92,727.0,24350.0,478582.0,24113.0,32500.0,train
6.17,60.0,,69996.0,19.34,767.0,8000.0,,,,train
13.99,36.0,3.0,60000.0,22.5,667.0,9600.0,49192.0,3960.0,27600.0,train
14.09,36.0,4.0,41500.0,18.12,702.0,6000.0,63000.0,1403.0,32700.0,train
19.52,36.0,3.0,60000.0,1.18,677.0,1000.0,15700.0,1540.0,1000.0,train
6.62,36.0,2.0,39200.0,7.62,712.0,14200.0,194201.0,19608.0,11300.0,train
12.29,60.0,2.0,41000.0,19.15,737.0,16000.0,102537.0,2573.0,52700.0,train
8.18,60.0,2.0,90000.0,13.67,722.0,28000.0,280341.0,27464.0,53800.0,train
15.61,36.0,5.0,102000.0,1.64,702.0,4800.0,298850.0,47613.0,9600.0,train
14.64,36.0,5.0,125000.0,21.72,682.0,10000.0,475309.0,36391.0,8850.0,train
16.99,36.0,14.0,40000.0,26.01,677.0,13375.0,57448.0,1431.0,13700.0,train
12.99,36.0,3.0,72000.0,16.7,692.0,19000.0,435162.0,36938.0,29700.0,train
17.86,60.0,2.0,24000.0,21.55,677.0,12000.0,13225.0,3043.0,0.0,train
6.03,36.0,3.0,76000.0,4.79,742.0,12500.0,394728.0,40742.0,19000.0,train
6.49,36.0,1.0,106196.0,11.83,767.0,20000.0,395524.0,57982.0,30800.0,train
11.55,36.0,4.0,62000.0,26.42,682.0,17000.0,229497.0,13916.0,22200.0,train
18.25,36.0,4.0,100000.0,10.36,682.0,33600.0,458585.0,64316.0,39600.0,train
14.47,36.0,7.0,71500.0,12.34,677.0,30000.0,390868.0,22125.0,39400.0,train
15.61,36.0,6.0,127000.0,14.55,692.0,35000.0,428924.0,27498.0,28300.0,train
15.8,60.0,3.0,97000.0,14.75,732.0,28000.0,598696.0,35520.0,117526.0,train
16.99,36.0,7.0,147000.0,22.37,662.0,20000.0,783079.0,34899.0,4200.0,train
13.35,36.0,5.0,36000.0,22.67,717.0,6400.0,61358.0,2472.0,42500.0,train
15.22,60.0,0.0,110000.0,12.09,702.0,35000.0,627100.0,64072.0,33600.0,train
17.86,36.0,4.0,23100.0,8.36,662.0,4000.0,30615.0,4846.0,1100.0,train
10.16,36.0,5.0,85000.0,9.98,727.0,20000.0,354337.0,36817.0,10058.0,train
15.99,36.0,4.0,83000.0,7.94,662.0,13700.0,35769.0,1756.0,8000.0,train
14.33,60.0,6.0,47350.0,15.54,682.0,10800.0,134959.0,9207.0,11000.0,train
17.57,60.0,4.0,84292.0,22.15,692.0,30000.0,200546.0,9292.0,13300.0,train
7.89,36.0,10.0,55000.0,20.93,667.0,8000.0,245705.0,10486.0,13900.0,train
8.59,36.0,,50004.0,3.72,767.0,3000.0,,,,train
18.25,36.0,3.0,65000.0,15.95,687.0,14000.0,96356.0,6390.0,500.0,train
15.31,36.0,1.0,50606.4,9.95,667.0,10000.0,21700.0,2052.0,18300.0,train
11.71,36.0,,32000.0,19.24,692.0,7800.0,,,,train
13.99,36.0,4.0,62580.0,8.58,662.0,5000.0,27597.0,4111.0,5300.0,train
18.25,36.0,3.0,62400.0,12.81,692.0,16500.0,229927.0,20584.0,5700.0,train
12.69,36.0,4.0,30848.48,29.14,667.0,7500.0,69509.0,4996.0,28300.0,train
15.61,36.0,3.0,55000.0,31.6,707.0,2800.0,231575.0,10525.0,16000.0,train
8.9,36.0,5.0,113000.0,18.01,722.0,25000.0,788273.0,44958.0,18700.0,train
14.99,36.0,2.0,21120.0,20.28,687.0,7000.0,14495.0,2102.0,5000.0,train
13.33,36.0,5.0,75000.0,16.67,677.0,10000.0,66763.0,9067.0,17500.0,train
7.89,36.0,3.0,65000.0,18.13,692.0,12000.0,147565.0,10696.0,11400.0,train
8.9,36.0,3.0,55000.0,15.93,717.0,12000.0,248064.0,30374.0,14511.0,train
18.84,60.0,3.0,55000.0,10.91,667.0,22000.0,27800.0,2107.0,21800.0,train
6.03,36.0,1.0,85000.0,10.15,697.0,15000.0,71289.0,7080.0,23100.0,train
14.65,36.0,5.0,30000.0,25.16,677.0,5000.0,32515.0,5281.0,3300.0,train
14.31,36.0,13.0,25000.0,20.6,707.0,4600.0,45023.0,1447.0,18900.0,train
12.49,36.0,7.0,19500.0,34.58,677.0,2500.0,24051.0,2064.0,2500.0,train
12.49,36.0,2.0,21000.0,15.49,802.0,3200.0,119250.0,10396.0,23500.0,train
11.67,36.0,5.0,38000.0,16.55,677.0,5600.0,54425.0,3009.0,11300.0,train
11.99,36.0,5.0,290000.0,11.39,697.0,14000.0,960524.0,65150.0,95400.0,train
15.8,36.0,7.0,110000.0,18.44,722.0,35000.0,242936.0,24191.0,9000.0,train
14.98,36.0,2.0,69000.0,9.63,677.0,15000.0,232100.0,24935.0,13400.0,train
12.49,60.0,8.0,116000.0,9.22,707.0,25000.0,366027.0,24945.0,56300.0,train
9.67,36.0,5.0,63000.0,16.91,722.0,8000.0,265447.0,34137.0,18200.0,train
15.61,60.0,7.0,99500.0,16.04,697.0,10000.0,367502.0,22717.0,14000.0,train
